order_id,order_date,required_date,shipped_date,product_id,product_name,order_unit_price,quantity,discount,ship_via,freight,ship_name,ship_city,ship_country,shipper_id,shipper_name,category_id,category_name,quantity_per_unit,product_unit_price,units_in_stock,units_on_order,reorder_level,discontinued,supplier_id,supplier_name,supplier_city,supplier_country,customer_id,customer_name,customer_city,customer_country,lat,long,employee_id,employee_name,employee_title,employee_hire_date,employee_city,employee_country
11075,1998-05-06,1998-06-03,,76,Lakkalikööri,18.0,2,0.15,2,6.19,Richter Supermarkt,Genève,Switzerland,2,United Package,1,Beverages,500 ml,18.0,57,0,20,0,23,Karkki Oy,Lappeenranta,Finland,RICSU,Richter Supermarkt,Genève,Switzerland,46.818.188,8.227.512,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
11050,1998-04-27,1998-05-25,1998-05-05,76,Lakkalikööri,18.0,50,0.1,2,59.41,Folk och fä HB,Bräcke,Sweden,2,United Package,1,Beverages,500 ml,18.0,57,0,20,0,23,Karkki Oy,Lappeenranta,Finland,FOLKO,Folk och fä HB,Bräcke,Sweden,60.128.161,18.643.501,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10962,1998-03-19,1998-04-16,1998-03-23,76,Lakkalikööri,18.0,44,0.0,2,275.79,QUICK-Stop,Cunewalde,Germany,2,United Package,1,Beverages,500 ml,18.0,57,0,20,0,23,Karkki Oy,Lappeenranta,Finland,QUICK,QUICK-Stop,Cunewalde,Germany,51.165.691,10.451.526,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10318,1996-10-01,1996-10-29,1996-10-04,76,Lakkalikööri,14.4,6,0.0,2,4.73,Island Trading,Cowes,UK,2,United Package,1,Beverages,500 ml,18.0,57,0,20,0,23,Karkki Oy,Lappeenranta,Finland,ISLAT,Island Trading,Cowes,UK,55.378.051,-3.435.973,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10986,1998-03-30,1998-04-27,1998-04-21,76,Lakkalikööri,18.0,10,0.0,2,217.86,Océano Atlántico Ltda.,Buenos Aires,Argentina,2,United Package,1,Beverages,500 ml,18.0,57,0,20,0,23,Karkki Oy,Lappeenranta,Finland,OCEAN,Océano Atlántico Ltda.,Buenos Aires,Argentina,-38.416.097,-63.616.672,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10491,1997-03-31,1997-04-28,1997-04-08,44,Gula Malacca,15.5,15,0.15,3,16.96,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,3,Federal Shipping,2,Condiments,20 - 2 kg bags,19.45,27,0,15,0,20,Leka Trading,Singapore,Singapore,FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,39.399.872,-8.224.454,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
11034,1998-04-20,1998-06-01,1998-04-27,44,Gula Malacca,19.45,12,0.0,1,40.32,Old World Delicatessen,Anchorage,USA,1,Speedy Express,2,Condiments,20 - 2 kg bags,19.45,27,0,15,0,20,Leka Trading,Singapore,Singapore,OLDWO,Old World Delicatessen,Anchorage,USA,3.709.024,-95.712.891,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10452,1997-02-20,1997-03-20,1997-02-26,44,Gula Malacca,15.5,100,0.05,1,140.26,Save-a-lot Markets,Boise,USA,1,Speedy Express,2,Condiments,20 - 2 kg bags,19.45,27,0,15,0,20,Leka Trading,Singapore,Singapore,SAVEA,Save-a-lot Markets,Boise,USA,3.709.024,-95.712.891,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10278,1996-08-12,1996-09-09,1996-08-16,44,Gula Malacca,15.5,16,0.0,2,92.69,Berglunds snabbköp,Luleå,Sweden,2,United Package,2,Condiments,20 - 2 kg bags,19.45,27,0,15,0,20,Leka Trading,Singapore,Singapore,BERGS,Berglunds snabbköp,Luleå,Sweden,60.128.161,18.643.501,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10635,1997-08-18,1997-09-15,1997-08-21,22,Gustaf's Knäckebröd,21.0,40,0.0,3,47.46,Magazzini Alimentari Riuniti,Bergamo,Italy,3,Federal Shipping,5,Grains/Cereals,24 - 500 g pkgs.,21.0,104,0,25,0,9,PB Knäckebröd AB,Göteborg,Sweden,MAGAA,Magazzini Alimentari Riuniti,Bergamo,Italy,4.187.194,1.256.738,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10651,1997-09-01,1997-09-29,1997-09-11,22,Gustaf's Knäckebröd,21.0,20,0.25,2,20.6,Die Wandernde Kuh,Stuttgart,Germany,2,United Package,5,Grains/Cereals,24 - 500 g pkgs.,21.0,104,0,25,0,9,PB Knäckebröd AB,Göteborg,Sweden,WANDK,Die Wandernde Kuh,Stuttgart,Germany,51.165.691,10.451.526,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10603,1997-07-18,1997-08-15,1997-08-08,22,Gustaf's Knäckebröd,21.0,48,0.0,2,48.77,Save-a-lot Markets,Boise,USA,2,United Package,5,Grains/Cereals,24 - 500 g pkgs.,21.0,104,0,25,0,9,PB Knäckebröd AB,Göteborg,Sweden,SAVEA,Save-a-lot Markets,Boise,USA,3.709.024,-95.712.891,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10844,1998-01-21,1998-02-18,1998-01-26,22,Gustaf's Knäckebröd,21.0,35,0.0,2,25.22,Piccolo und mehr,Salzburg,Austria,2,United Package,5,Grains/Cereals,24 - 500 g pkgs.,21.0,104,0,25,0,9,PB Knäckebröd AB,Göteborg,Sweden,PICCO,Piccolo und mehr,Salzburg,Austria,47.516.231,14.550.072,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10435,1997-02-04,1997-03-18,1997-02-07,22,Gustaf's Knäckebröd,16.8,12,0.0,2,9.21,Consolidated Holdings,London,UK,2,United Package,5,Grains/Cereals,24 - 500 g pkgs.,21.0,104,0,25,0,9,PB Knäckebröd AB,Göteborg,Sweden,CONSH,Consolidated Holdings,London,UK,55.378.051,-3.435.973,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10997,1998-04-03,1998-05-15,1998-04-13,32,Mascarpone Fabioli,32.0,50,0.0,2,73.91,LILA-Supermercado,Barquisimeto,Venezuela,2,United Package,4,Dairy Products,24 - 200 g pkgs.,32.0,9,40,25,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,LILAS,LILA-Supermercado,Barquisimeto,Venezuela,642.375,-6.658.973,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
11046,1998-04-23,1998-05-21,1998-04-24,32,Mascarpone Fabioli,32.0,15,0.05,2,71.64,Die Wandernde Kuh,Stuttgart,Germany,2,United Package,4,Dairy Products,24 - 200 g pkgs.,32.0,9,40,25,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,WANDK,Die Wandernde Kuh,Stuttgart,Germany,51.165.691,10.451.526,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10660,1997-09-08,1997-10-06,1997-10-15,20,Sir Rodney's Marmalade,81.0,21,0.0,1,111.29,Hungry Coyote Import Store,Elgin,USA,1,Speedy Express,3,Confections,30 gift boxes,81.0,40,0,0,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,HUNGC,Hungry Coyote Import Store,Elgin,USA,3.709.024,-95.712.891,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10986,1998-03-30,1998-04-27,1998-04-21,20,Sir Rodney's Marmalade,81.0,15,0.0,2,217.86,Océano Atlántico Ltda.,Buenos Aires,Argentina,2,United Package,3,Confections,30 gift boxes,81.0,40,0,0,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,OCEAN,Océano Atlántico Ltda.,Buenos Aires,Argentina,-38.416.097,-63.616.672,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10887,1998-02-13,1998-03-13,1998-02-16,25,NuNuCa Nuß-Nougat-Creme,14.0,5,0.0,3,1.25,Galería del gastronómo,Barcelona,Spain,3,Federal Shipping,3,Confections,20 - 450 g glasses,14.0,76,0,30,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,GALED,Galería del gastrónomo,Barcelona,Spain,40.463.667,-374.922,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10467,1997-03-06,1997-04-03,1997-03-11,25,NuNuCa Nuß-Nougat-Creme,11.2,12,0.0,2,4.93,Magazzini Alimentari Riuniti,Bergamo,Italy,2,United Package,3,Confections,20 - 450 g glasses,14.0,76,0,30,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,MAGAA,Magazzini Alimentari Riuniti,Bergamo,Italy,4.187.194,1.256.738,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10786,1997-12-19,1998-01-16,1997-12-23,8,Northwoods Cranberry Sauce,40.0,30,0.2,1,110.87,Queen Cozinha,Sao Paulo,Brazil,1,Speedy Express,2,Condiments,12 - 12 oz jars,40.0,6,0,0,0,3,Grandma Kelly's Homestead,Ann Arbor,USA,QUEEN,Queen Cozinha,Sao Paulo,Brazil,-14.235.004,-5.192.528,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
11007,1998-04-08,1998-05-06,1998-04-13,8,Northwoods Cranberry Sauce,40.0,30,0.0,2,202.24,Princesa Isabel Vinhos,Lisboa,Portugal,2,United Package,2,Condiments,12 - 12 oz jars,40.0,6,0,0,0,3,Grandma Kelly's Homestead,Ann Arbor,USA,PRINI,Princesa Isabel Vinhos,Lisboa,Portugal,39.399.872,-8.224.454,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
11054,1998-04-28,1998-05-26,,67,Laughing Lumberjack Lager,14.0,20,0.0,1,0.33,Cactus Comidas para llevar,Buenos Aires,Argentina,1,Speedy Express,1,Beverages,24 - 12 oz bottles,14.0,52,0,10,0,16,Bigfoot Breweries,Bend,USA,CACTU,Cactus Comidas para llevar,Buenos Aires,Argentina,-38.416.097,-63.616.672,8,Callahan Laura,Inside Sales Coordinator,1994-03-05,Seattle,USA
10889,1998-02-16,1998-03-16,1998-02-23,11,Queso Cabrales,21.0,40,0.0,3,280.61,Rattlesnake Canyon Grocery,Albuquerque,USA,3,Federal Shipping,4,Dairy Products,1 kg pkg.,21.0,22,30,30,0,5,Cooperativa de Quesos 'Las Cabras',Oviedo,Spain,RATTC,Rattlesnake Canyon Grocery,Albuquerque,USA,3.709.024,-95.712.891,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10566,1997-06-12,1997-07-10,1997-06-18,11,Queso Cabrales,21.0,35,0.15,1,88.4,Blondel père et fils,Strasbourg,France,1,Speedy Express,4,Dairy Products,1 kg pkg.,21.0,22,30,30,0,5,Cooperativa de Quesos 'Las Cabras',Oviedo,Spain,BLONP,Blondesddsl père et fils,Strasbourg,France,46.227.638,2.213.749,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10538,1997-05-15,1997-06-12,1997-05-16,72,Mozzarella di Giovanni,34.8,1,0.0,3,4.87,B's Beverages,London,UK,3,Federal Shipping,4,Dairy Products,24 - 200 g pkgs.,34.8,14,0,0,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,BSBEV,B's Beverages,London,UK,55.378.051,-3.435.973,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10745,1997-11-18,1997-12-16,1997-11-27,72,Mozzarella di Giovanni,34.8,7,0.0,1,3.52,QUICK-Stop,Cunewalde,Germany,1,Speedy Express,4,Dairy Products,24 - 200 g pkgs.,34.8,14,0,0,0,14,Formaggi Fortini s.r.l.,Ravenna,Italy,QUICK,QUICK-Stop,Cunewalde,Germany,51.165.691,10.451.526,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10255,1996-07-12,1996-08-09,1996-07-15,36,Inlagd Sill,15.2,25,0.0,3,148.33,Richter Supermarkt,Genève,Switzerland,3,Federal Shipping,8,Seafood,24 - 250 g  jars,19.0,112,0,20,0,17,Svensk Sjöföda AB,Stockholm,Sweden,RICSU,Richter Supermarkt,Genève,Switzerland,46.818.188,8.227.512,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10687,1997-09-30,1997-10-28,1997-10-30,36,Inlagd Sill,19.0,6,0.25,2,296.43,Hungry Owl All-Night Grocers,Cork,Ireland,2,United Package,8,Seafood,24 - 250 g  jars,19.0,112,0,20,0,17,Svensk Sjöföda AB,Stockholm,Sweden,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,5.341.291,-824.389,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10893,1998-02-18,1998-03-18,1998-02-20,36,Inlagd Sill,19.0,20,0.0,2,77.78,Königlich Essen,Brandenburg,Germany,2,United Package,8,Seafood,24 - 250 g  jars,19.0,112,0,20,0,17,Svensk Sjöföda AB,Stockholm,Sweden,KOENE,Königlich Essen,Brandenburg,Germany,51.165.691,10.451.526,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
11016,1998-04-10,1998-05-08,1998-04-13,36,Inlagd Sill,19.0,16,0.0,2,33.8,Around the Horn,Colchester,UK,2,United Package,8,Seafood,24 - 250 g  jars,19.0,112,0,20,0,17,Svensk Sjöföda AB,Stockholm,Sweden,AROUT,Around the Horn,London,UK,55.378.051,-3.435.973,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10586,1997-07-02,1997-07-30,1997-07-09,52,Filo Mix,7.0,4,0.15,1,0.48,Reggiani Caseifici,Reggio Emilia,Italy,1,Speedy Express,5,Grains/Cereals,16 - 2 kg boxes,7.0,38,0,25,0,24,"G'day, Mate",Sydney,Australia,REGGC,Reggiani Caseifici,Reggio Emilia,Italy,4.187.194,1.256.738,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10970,1998-03-24,1998-04-07,1998-04-24,52,Filo Mix,7.0,40,0.2,1,16.16,Bólido Comidas preparadas,Madrid,Spain,1,Speedy Express,5,Grains/Cereals,16 - 2 kg boxes,7.0,38,0,25,0,24,"G'day, Mate",Sydney,Australia,BOLID,Bólido Comidas preparadas,Madrid,Spain,40.463.667,-374.922,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10837,1998-01-16,1998-02-13,1998-01-23,13,Konbu,6.0,6,0.0,3,13.32,Berglunds snabbköp,Luleå,Sweden,3,Federal Shipping,8,Seafood,2 kg box,6.0,24,0,5,0,6,Mayumi's,Osaka,Japan,BERGS,Berglunds snabbköp,Luleå,Sweden,60.128.161,18.643.501,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10799,1997-12-26,1998-02-06,1998-01-05,13,Konbu,6.0,20,0.15,3,30.76,Königlich Essen,Brandenburg,Germany,3,Federal Shipping,8,Seafood,2 kg box,6.0,24,0,5,0,6,Mayumi's,Osaka,Japan,KOENE,Königlich Essen,Brandenburg,Germany,51.165.691,10.451.526,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10829,1998-01-13,1998-02-10,1998-01-23,13,Konbu,6.0,10,0.0,1,154.72,Island Trading,Cowes,UK,1,Speedy Express,8,Seafood,2 kg box,6.0,24,0,5,0,6,Mayumi's,Osaka,Japan,ISLAT,Island Trading,Cowes,UK,55.378.051,-3.435.973,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10736,1997-11-11,1997-12-09,1997-11-21,65,Louisiana Fiery Hot Pepper Sauce,21.05,40,0.0,2,44.1,Hungry Owl All-Night Grocers,Cork,Ireland,2,United Package,2,Condiments,32 - 8 oz bottles,21.05,76,0,0,0,2,New Orleans Cajun Delights,New Orleans,USA,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,5.341.291,-824.389,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10871,1998-02-05,1998-03-05,1998-02-10,17,Alice Mutton,39.0,16,0.05,2,112.27,Bon app',Marseille,France,2,United Package,6,Meat/Poultry,20 - 1 kg tins,39.0,0,0,0,1,7,"Pavlova, Ltd.",Melbourne,Australia,BONAP,Bon app',Marseille,France,46.227.638,2.213.749,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10263,1996-07-23,1996-08-20,1996-07-31,24,Guaraná Fantástica,3.6,28,0.0,3,146.06,Ernst Handel,Graz,Austria,3,Federal Shipping,1,Beverages,12 - 355 ml cans,4.5,20,0,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,ERNSH,Ernst Handel,Graz,Austria,47.516.231,14.550.072,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10799,1997-12-26,1998-02-06,1998-01-05,24,Guaraná Fantástica,4.5,20,0.15,3,30.76,Königlich Essen,Brandenburg,Germany,3,Federal Shipping,1,Beverages,12 - 355 ml cans,4.5,20,0,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,KOENE,Königlich Essen,Brandenburg,Germany,51.165.691,10.451.526,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10386,1996-12-18,1997-01-01,1996-12-25,24,Guaraná Fantástica,3.6,15,0.0,3,13.99,Familia Arquibaldo,Sao Paulo,Brazil,3,Federal Shipping,1,Beverages,12 - 355 ml cans,4.5,20,0,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,-14.235.004,-5.192.528,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10893,1998-02-18,1998-03-18,1998-02-20,24,Guaraná Fantástica,4.5,10,0.0,2,77.78,Königlich Essen,Brandenburg,Germany,2,United Package,1,Beverages,12 - 355 ml cans,4.5,20,0,0,1,10,Refrescos Americanas LTDA,Sao Paulo,Brazil,KOENE,Königlich Essen,Brandenburg,Germany,51.165.691,10.451.526,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10646,1997-08-27,1997-10-08,1997-09-03,10,Ikura,31.0,18,0.25,3,142.33,Hungry Owl All-Night Grocers,Cork,Ireland,3,Federal Shipping,8,Seafood,12 - 200 ml jars,31.0,31,0,0,0,4,Tokyo Traders,Tokyo,Japan,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,5.341.291,-824.389,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10324,1996-10-08,1996-11-05,1996-10-10,35,Steeleye Stout,14.4,70,0.15,1,214.27,Save-a-lot Markets,Boise,USA,1,Speedy Express,1,Beverages,24 - 12 oz bottles,18.0,20,0,15,0,16,Bigfoot Breweries,Bend,USA,SAVEA,Save-a-lot Markets,Boise,USA,3.709.024,-95.712.891,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10411,1997-01-10,1997-02-07,1997-01-21,41,Jack's New England Clam Chowder,7.7,25,0.2,3,23.65,Bottom-Dollar Markets,Tsawassen,Canada,3,Federal Shipping,8,Seafood,12 - 12 oz cans,9.65,85,0,10,0,19,New England Seafood Cannery,Boston,USA,BOTTM,Bottom-Dollar Markets,Tsawassen,Canada,56.130.366,-106.346.771,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10951,1998-03-16,1998-04-27,1998-04-07,41,Jack's New England Clam Chowder,9.65,6,0.05,2,30.85,Richter Supermarkt,Genève,Switzerland,2,United Package,8,Seafood,12 - 12 oz cans,9.65,85,0,10,0,19,New England Seafood Cannery,Boston,USA,RICSU,Richter Supermarkt,Genève,Switzerland,46.818.188,8.227.512,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
11058,1998-04-29,1998-05-27,,61,Sirop d'érable,28.5,4,0.0,3,31.14,Blauer See Delikatessen,Mannheim,Germany,3,Federal Shipping,2,Condiments,24 - 500 ml bottles,28.5,113,0,25,0,29,Forêts d'érables,Ste-Hyacinthe,Canada,BLAUS,Blauer See Delikatessen,Mannheim,Germany,51.165.691,10.451.526,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10849,1998-01-23,1998-02-20,1998-01-30,26,Gumbär Gummibärchen,31.23,18,0.15,2,0.56,Königlich Essen,Brandenburg,Germany,2,United Package,3,Confections,100 - 250 g bags,31.23,15,0,0,0,11,Heli Süßwaren GmbH & Co. KG,Berlin,Germany,KOENE,Königlich Essen,Brandenburg,Germany,51.165.691,10.451.526,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10646,1997-08-27,1997-10-08,1997-09-03,71,Flotemysost,21.5,30,0.25,3,142.33,Hungry Owl All-Night Grocers,Cork,Ireland,3,Federal Shipping,4,Dairy Products,10 - 500 g pkgs.,21.5,26,0,0,0,15,Norske Meierier,Sandvika,Norway,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,5.341.291,-824.389,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10771,1997-12-10,1998-01-07,1998-01-02,71,Flotemysost,21.5,16,0.0,2,11.19,Ernst Handel,Graz,Austria,2,United Package,4,Dairy Products,10 - 500 g pkgs.,21.5,26,0,0,0,15,Norske Meierier,Sandvika,Norway,ERNSH,Ernst Handel,Graz,Austria,47.516.231,14.550.072,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10672,1997-09-17,1997-10-01,1997-09-26,71,Flotemysost,21.5,12,0.0,2,95.75,Berglunds snabbköp,Luleå,Sweden,2,United Package,4,Dairy Products,10 - 500 g pkgs.,21.5,26,0,0,0,15,Norske Meierier,Sandvika,Norway,BERGS,Berglunds snabbköp,Luleå,Sweden,60.128.161,18.643.501,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
11022,1998-04-14,1998-05-12,1998-05-04,19,Teatime Chocolate Biscuits,9.2,35,0.0,2,6.27,Hanari Carnes,Rio de Janeiro,Brazil,2,United Package,3,Confections,10 boxes x 12 pieces,9.2,25,0,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,HANAR,Hanari Carnes,Rio de Janeiro,Brazil,-14.235.004,-5.192.528,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10538,1997-05-15,1997-06-12,1997-05-16,70,Outback Lager,15.0,7,0.0,3,4.87,B's Beverages,London,UK,3,Federal Shipping,1,Beverages,24 - 355 ml bottles,15.0,15,10,30,0,7,"Pavlova, Ltd.",Melbourne,Australia,BSBEV,B's Beverages,London,UK,55.378.051,-3.435.973,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
11017,1998-04-13,1998-05-11,1998-04-20,70,Outback Lager,15.0,30,0.0,2,754.26,Ernst Handel,Graz,Austria,2,United Package,1,Beverages,24 - 355 ml bottles,15.0,15,10,30,0,7,"Pavlova, Ltd.",Melbourne,Australia,ERNSH,Ernst Handel,Graz,Austria,47.516.231,14.550.072,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10506,1997-04-15,1997-05-13,1997-05-02,70,Outback Lager,15.0,14,0.1,2,21.19,Königlich Essen,Brandenburg,Germany,2,United Package,1,Beverages,24 - 355 ml bottles,15.0,15,10,30,0,7,"Pavlova, Ltd.",Melbourne,Australia,KOENE,Königlich Essen,Brandenburg,Germany,51.165.691,10.451.526,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10263,1996-07-23,1996-08-20,1996-07-31,74,Longlife Tofu,8.0,36,0.25,3,146.06,Ernst Handel,Graz,Austria,3,Federal Shipping,7,Produce,5 kg pkg.,10.0,4,20,5,0,4,Tokyo Traders,Tokyo,Japan,ERNSH,Ernst Handel,Graz,Austria,47.516.231,14.550.072,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10255,1996-07-12,1996-08-09,1996-07-15,2,Chang,15.2,20,0.0,3,148.33,Richter Supermarkt,Genève,Switzerland,3,Federal Shipping,1,Beverages,24 - 12 oz bottles,19.0,17,40,25,1,1,Exotic Liquids,London,UK,RICSU,Richter Supermarkt,Genève,Switzerland,46.818.188,8.227.512,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10829,1998-01-13,1998-02-10,1998-01-23,2,Chang,19.0,10,0.0,1,154.72,Island Trading,Cowes,UK,1,Speedy Express,1,Beverages,24 - 12 oz bottles,19.0,17,40,25,1,1,Exotic Liquids,London,UK,ISLAT,Island Trading,Cowes,UK,55.378.051,-3.435.973,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10646,1997-08-27,1997-10-08,1997-09-03,77,Original Frankfurter grüne Soße,13.0,35,0.25,3,142.33,Hungry Owl All-Night Grocers,Cork,Ireland,3,Federal Shipping,2,Condiments,12 boxes,13.0,32,0,15,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,5.341.291,-824.389,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10577,1997-06-23,1997-08-04,1997-06-30,77,Original Frankfurter grüne Soße,13.0,18,0.0,2,25.41,Trail's Head Gourmet Provisioners,Kirkland,USA,2,United Package,2,Condiments,12 boxes,13.0,32,0,15,0,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,Germany,TRAIH,Trail's Head Gourmet Provisioners,Kirkland,USA,3.709.024,-95.712.891,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
11058,1998-04-29,1998-05-27,,21,Sir Rodney's Scones,10.0,3,0.0,3,31.14,Blauer See Delikatessen,Mannheim,Germany,3,Federal Shipping,3,Confections,24 pkgs. x 4 pieces,10.0,3,40,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,BLAUS,Blauer See Delikatessen,Mannheim,Germany,51.165.691,10.451.526,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10978,1998-03-26,1998-04-23,1998-04-23,21,Sir Rodney's Scones,10.0,40,0.15,2,32.82,Maison Dewey,Bruxelles,Belgium,2,United Package,3,Confections,24 pkgs. x 4 pieces,10.0,3,40,5,0,8,"Specialty Biscuits, Ltd.",Manchester,UK,MAISD,Maison Dewey,Bruxelles,Belgium,50.503.887,4.469.936,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10963,1998-03-19,1998-04-16,1998-03-26,60,Camembert Pierrot,34.0,2,0.15,3,2.7,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,3,Federal Shipping,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,39.399.872,-8.224.454,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
11058,1998-04-29,1998-05-27,,60,Camembert Pierrot,34.0,21,0.0,3,31.14,Blauer See Delikatessen,Mannheim,Germany,3,Federal Shipping,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,BLAUS,Blauer See Delikatessen,Mannheim,Germany,51.165.691,10.451.526,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
10829,1998-01-13,1998-02-10,1998-01-23,60,Camembert Pierrot,34.0,21,0.0,1,154.72,Island Trading,Cowes,UK,1,Speedy Express,4,Dairy Products,15 - 300 g rounds,34.0,19,0,0,0,28,Gai pâturage,Annecy,France,ISLAT,Island Trading,Cowes,UK,55.378.051,-3.435.973,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
11022,1998-04-14,1998-05-12,1998-05-04,69,Gudbrandsdalsost,36.0,30,0.0,2,6.27,Hanari Carnes,Rio de Janeiro,Brazil,2,United Package,4,Dairy Products,10 kg pkg.,36.0,26,0,15,0,15,Norske Meierier,Sandvika,Norway,HANAR,Hanari Carnes,Rio de Janeiro,Brazil,-14.235.004,-5.192.528,9,Dodsworth Anne,Sales Representative,1994-11-15,London,UK
