order_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_city,ship_country,product_id,order_unit_price,quantity,discount,product_name,quantity_per_unit,product_unit_price,units_in_stock,units_on_order,reorder_level,discontinued,category_id,category_name,supplier_id,supplier_name,supplier_city,customer_id,supplier_country,customer_name,customer_city,customer_country,employee_id,employee_name,employee_title,employee_hire_date,employee_city,employee_country
10332,1996-10-17,1996-11-28,1996-10-21,2,52.84,Mère Paillarde,Montréal,Canada,47,7.6,16,0.2,Zaanse koeken,10 - 4 oz boxes,9.5,36,0,0,0,3,Confections,22,Zaanse Snoepfabriek,Zaandam,MEREP,Netherlands,Mère Paillarde,Montréal,Canada,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10582,1997-06-27,1997-07-25,1997-07-14,2,27.71,Blauer See Delikatessen,Mannheim,Germany,57,19.5,4,0.0,Ravioli Angelo,24 - 250 g pkgs.,19.5,36,0,20,0,5,Grains/Cereals,26,Pasta Buttini s.r.l.,Salerno,BLAUS,Italy,Blauer See Delikatessen,Mannheim,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10582,1997-06-27,1997-07-25,1997-07-14,2,27.71,Blauer See Delikatessen,Mannheim,Germany,76,18.0,14,0.0,Lakkalikööri,500 ml,18.0,57,0,20,0,1,Beverages,23,Karkki Oy,Lappeenranta,BLAUS,Finland,Blauer See Delikatessen,Mannheim,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10903,1998-02-24,1998-03-24,1998-03-04,3,36.71,Hanari Carnes,Rio de Janeiro,Brazil,65,21.05,21,0.0,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,76,0,0,0,2,Condiments,2,New Orleans Cajun Delights,New Orleans,HANAR,USA,Hanari Carnes,Rio de Janeiro,Brazil,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10253,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,Rio de Janeiro,Brazil,31,10.0,20,0.0,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,HANAR,Italy,Hanari Carnes,Rio de Janeiro,Brazil,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10253,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,Rio de Janeiro,Brazil,39,14.4,42,0.0,Chartreuse verte,750 cc per bottle,18.0,69,0,5,0,1,Beverages,18,Aux joyeux ecclésiastiques,Paris,HANAR,France,Hanari Carnes,Rio de Janeiro,Brazil,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10253,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,Rio de Janeiro,Brazil,49,16.0,40,0.0,Maxilaku,24 - 50 g pkgs.,20.0,10,60,15,0,3,Confections,23,Karkki Oy,Lappeenranta,HANAR,Finland,Hanari Carnes,Rio de Janeiro,Brazil,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10925,1998-03-04,1998-04-01,1998-03-13,1,2.27,Hanari Carnes,Rio de Janeiro,Brazil,36,19.0,25,0.15,Inlagd Sill,24 - 250 g  jars,19.0,112,0,20,0,8,Seafood,17,Svensk Sjöföda AB,Stockholm,HANAR,Sweden,Hanari Carnes,Rio de Janeiro,Brazil,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
11052,1998-04-27,1998-05-25,1998-05-01,1,67.26,Hanari Carnes,Rio de Janeiro,Brazil,43,46.0,30,0.2,Ipoh Coffee,16 - 500 g tins,46.0,17,10,25,0,1,Beverages,20,Leka Trading,Singapore,HANAR,Singapore,Hanari Carnes,Rio de Janeiro,Brazil,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10903,1998-02-24,1998-03-24,1998-03-04,3,36.71,Hanari Carnes,Rio de Janeiro,Brazil,13,6.0,40,0.0,Konbu,2 kg box,6.0,24,0,5,0,8,Seafood,6,Mayumi's,Osaka,HANAR,Japan,Hanari Carnes,Rio de Janeiro,Brazil,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10903,1998-02-24,1998-03-24,1998-03-04,3,36.71,Hanari Carnes,Rio de Janeiro,Brazil,68,12.5,20,0.0,Scottish Longbreads,10 boxes x 8 pieces,12.5,6,10,15,0,3,Confections,8,"Specialty Biscuits, Ltd.",Manchester,HANAR,UK,Hanari Carnes,Rio de Janeiro,Brazil,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10925,1998-03-04,1998-04-01,1998-03-13,1,2.27,Hanari Carnes,Rio de Janeiro,Brazil,52,7.0,12,0.15,Filo Mix,16 - 2 kg boxes,7.0,38,0,25,0,5,Grains/Cereals,24,"G'day, Mate",Sydney,HANAR,Australia,Hanari Carnes,Rio de Janeiro,Brazil,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
11052,1998-04-27,1998-05-25,1998-05-01,1,67.26,Hanari Carnes,Rio de Janeiro,Brazil,61,28.5,10,0.2,Sirop d'érable,24 - 500 ml bottles,28.5,113,0,25,0,2,Condiments,29,Forêts d'érables,Ste-Hyacinthe,HANAR,Canada,Hanari Carnes,Rio de Janeiro,Brazil,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10391,1996-12-23,1997-01-20,1996-12-31,3,5.45,Drachenblut Delikatessen,Aachen,Germany,13,4.8,18,0.0,Konbu,2 kg box,6.0,24,0,5,0,8,Seafood,6,Mayumi's,Osaka,DRACD,Japan,Drachenblut Delikatessen,Aachen,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10547,1997-05-23,1997-06-20,1997-06-02,2,178.43,Seven Seas Imports,London,UK,36,19.0,60,0.0,Inlagd Sill,24 - 250 g  jars,19.0,112,0,20,0,8,Seafood,17,Svensk Sjöföda AB,Stockholm,SEVES,Sweden,Seven Seas Imports,London,UK,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10547,1997-05-23,1997-06-20,1997-06-02,2,178.43,Seven Seas Imports,London,UK,32,32.0,24,0.15,Mascarpone Fabioli,24 - 200 g pkgs.,32.0,9,40,25,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,SEVES,Italy,Seven Seas Imports,London,UK,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10576,1997-06-23,1997-07-07,1997-06-30,3,18.56,Tortuga Restaurante,México D.F.,Mexico,31,12.5,20,0.0,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,TORTU,Italy,Tortuga Restaurante,México D.F.,Mexico,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10576,1997-06-23,1997-07-07,1997-06-30,3,18.56,Tortuga Restaurante,México D.F.,Mexico,44,19.45,21,0.0,Gula Malacca,20 - 2 kg bags,19.45,27,0,15,0,2,Condiments,20,Leka Trading,Singapore,TORTU,Singapore,Tortuga Restaurante,México D.F.,Mexico,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10576,1997-06-23,1997-07-07,1997-06-30,3,18.56,Tortuga Restaurante,México D.F.,Mexico,1,18.0,10,0.0,Chai,10 boxes x 30 bags,18.0,39,0,10,1,1,Beverages,8,"Specialty Biscuits, Ltd.",Manchester,TORTU,UK,Tortuga Restaurante,México D.F.,Mexico,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10536,1997-05-14,1997-06-11,1997-06-06,2,58.88,Lehmanns Marktstand,Frankfurt a.M.,Germany,33,2.5,30,0.0,Geitost,500 g,2.5,112,0,20,0,4,Dairy Products,15,Norske Meierier,Sandvika,LEHMS,Norway,Lehmanns Marktstand,Frankfurt a.M.,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10536,1997-05-14,1997-06-11,1997-06-06,2,58.88,Lehmanns Marktstand,Frankfurt a.M.,Germany,60,34.0,35,0.25,Camembert Pierrot,15 - 300 g rounds,34.0,19,0,0,0,4,Dairy Products,28,Gai pâturage,Annecy,LEHMS,France,Lehmanns Marktstand,Frankfurt a.M.,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10536,1997-05-14,1997-06-11,1997-06-06,2,58.88,Lehmanns Marktstand,Frankfurt a.M.,Germany,31,12.5,20,0.0,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,70,20,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,LEHMS,Italy,Lehmanns Marktstand,Frankfurt a.M.,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10772,1997-12-10,1998-01-07,1997-12-19,2,91.28,Lehmanns Marktstand,Frankfurt a.M.,Germany,59,55.0,25,0.0,Raclette Courdavault,5 kg pkg.,55.0,79,0,0,0,4,Dairy Products,28,Gai pâturage,Annecy,LEHMS,France,Lehmanns Marktstand,Frankfurt a.M.,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10536,1997-05-14,1997-06-11,1997-06-06,2,58.88,Lehmanns Marktstand,Frankfurt a.M.,Germany,12,38.0,15,0.25,Queso Manchego La Pastora,10 - 500 g pkgs.,38.0,86,0,0,0,4,Dairy Products,5,Cooperativa de Quesos 'Las Cabras',Oviedo,LEHMS,Spain,Lehmanns Marktstand,Frankfurt a.M.,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10772,1997-12-10,1998-01-07,1997-12-19,2,91.28,Lehmanns Marktstand,Frankfurt a.M.,Germany,29,123.79,18,0.0,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,0,0,0,1,6,Meat/Poultry,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,LEHMS,Germany,Lehmanns Marktstand,Frankfurt a.M.,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10592,1997-07-08,1997-08-05,1997-07-16,1,32.1,Lehmanns Marktstand,Frankfurt a.M.,Germany,15,15.5,25,0.05,Genen Shouyu,24 - 250 ml bottles,13.0,39,0,5,0,2,Condiments,6,Mayumi's,Osaka,LEHMS,Japan,Lehmanns Marktstand,Frankfurt a.M.,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10934,1998-03-09,1998-04-06,1998-03-12,3,32.01,Lehmanns Marktstand,Frankfurt a.M.,Germany,6,25.0,20,0.0,Grandma's Boysenberry Spread,12 - 8 oz jars,25.0,120,0,25,0,2,Condiments,3,Grandma Kelly's Homestead,Ann Arbor,LEHMS,USA,Lehmanns Marktstand,Frankfurt a.M.,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10592,1997-07-08,1997-08-05,1997-07-16,1,32.1,Lehmanns Marktstand,Frankfurt a.M.,Germany,26,31.23,5,0.05,Gumbär Gummibärchen,100 - 250 g bags,31.23,15,0,0,0,3,Confections,11,Heli Süßwaren GmbH & Co. KG,Berlin,LEHMS,Germany,Lehmanns Marktstand,Frankfurt a.M.,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10479,1997-03-19,1997-04-16,1997-03-21,3,708.95,Rattlesnake Canyon Grocery,Albuquerque,USA,59,44.0,60,0.0,Raclette Courdavault,5 kg pkg.,55.0,79,0,0,0,4,Dairy Products,28,Gai pâturage,Annecy,RATTC,France,Rattlesnake Canyon Grocery,Albuquerque,USA,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10479,1997-03-19,1997-04-16,1997-03-21,3,708.95,Rattlesnake Canyon Grocery,Albuquerque,USA,53,26.2,28,0.0,Perth Pasties,48 pieces,32.8,0,0,0,1,6,Meat/Poultry,24,"G'day, Mate",Sydney,RATTC,Australia,Rattlesnake Canyon Grocery,Albuquerque,USA,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10988,1998-03-31,1998-04-28,1998-04-10,2,61.14,Rattlesnake Canyon Grocery,Albuquerque,USA,62,49.3,40,0.1,Tarte au sucre,48 pies,49.3,17,0,0,0,3,Confections,29,Forêts d'érables,Ste-Hyacinthe,RATTC,Canada,Rattlesnake Canyon Grocery,Albuquerque,USA,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10988,1998-03-31,1998-04-28,1998-04-10,2,61.14,Rattlesnake Canyon Grocery,Albuquerque,USA,7,30.0,60,0.0,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30.0,15,0,10,0,7,Produce,3,Grandma Kelly's Homestead,Ann Arbor,RATTC,USA,Rattlesnake Canyon Grocery,Albuquerque,USA,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10346,1996-11-05,1996-12-17,1996-11-08,3,142.08,Rattlesnake Canyon Grocery,Albuquerque,USA,56,30.4,20,0.0,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,21,10,30,0,5,Grains/Cereals,26,Pasta Buttini s.r.l.,Salerno,RATTC,Italy,Rattlesnake Canyon Grocery,Albuquerque,USA,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10820,1998-01-07,1998-02-04,1998-01-13,2,37.52,Rattlesnake Canyon Grocery,Albuquerque,USA,56,38.0,30,0.0,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,21,10,30,0,5,Grains/Cereals,26,Pasta Buttini s.r.l.,Salerno,RATTC,Italy,Rattlesnake Canyon Grocery,Albuquerque,USA,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10346,1996-11-05,1996-12-17,1996-11-08,3,142.08,Rattlesnake Canyon Grocery,Albuquerque,USA,17,31.2,36,0.1,Alice Mutton,20 - 1 kg tins,39.0,0,0,0,1,6,Meat/Poultry,7,"Pavlova, Ltd.",Melbourne,RATTC,Australia,Rattlesnake Canyon Grocery,Albuquerque,USA,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10479,1997-03-19,1997-04-16,1997-03-21,3,708.95,Rattlesnake Canyon Grocery,Albuquerque,USA,64,26.6,30,0.0,Wimmers gute Semmelknödel,20 bags x 4 pieces,33.25,22,80,30,0,5,Grains/Cereals,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,RATTC,Germany,Rattlesnake Canyon Grocery,Albuquerque,USA,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10479,1997-03-19,1997-04-16,1997-03-21,3,708.95,Rattlesnake Canyon Grocery,Albuquerque,USA,38,210.8,30,0.0,Côte de Blaye,12 - 75 cl bottles,263.5,17,0,15,0,1,Beverages,18,Aux joyeux ecclésiastiques,Paris,RATTC,France,Rattlesnake Canyon Grocery,Albuquerque,USA,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10309,1996-09-19,1996-10-17,1996-10-23,1,47.3,Hungry Owl All-Night Grocers,Cork,Ireland,42,11.2,2,0.0,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,26,0,0,1,5,Grains/Cereals,20,Leka Trading,Singapore,HUNGO,Singapore,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
11063,1998-04-30,1998-05-28,1998-05-06,2,81.73,Hungry Owl All-Night Grocers,Cork,Ireland,41,9.65,30,0.1,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,85,0,10,0,8,Seafood,19,New England Seafood Cannery,Boston,HUNGO,USA,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10712,1997-10-21,1997-11-18,1997-10-31,1,89.93,Hungry Owl All-Night Grocers,Cork,Ireland,53,32.8,3,0.05,Perth Pasties,48 pieces,32.8,0,0,0,1,6,Meat/Poultry,24,"G'day, Mate",Sydney,HUNGO,Australia,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10712,1997-10-21,1997-11-18,1997-10-31,1,89.93,Hungry Owl All-Night Grocers,Cork,Ireland,56,38.0,30,0.0,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,21,10,30,0,5,Grains/Cereals,26,Pasta Buttini s.r.l.,Salerno,HUNGO,Italy,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10897,1998-02-19,1998-03-19,1998-02-25,2,603.54,Hungry Owl All-Night Grocers,Cork,Ireland,30,25.89,36,0.0,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,10,0,15,0,8,Seafood,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Cuxhaven,HUNGO,Germany,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
11063,1998-04-30,1998-05-28,1998-05-06,2,81.73,Hungry Owl All-Night Grocers,Cork,Ireland,40,18.4,40,0.1,Boston Crab Meat,24 - 4 oz tins,18.4,123,0,30,0,8,Seafood,19,New England Seafood Cannery,Boston,HUNGO,USA,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10897,1998-02-19,1998-03-19,1998-02-25,2,603.54,Hungry Owl All-Night Grocers,Cork,Ireland,29,123.79,80,0.0,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,0,0,0,1,6,Meat/Poultry,12,Plutzer Lebensmittelgroßmärkte AG,Frankfurt,HUNGO,Germany,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10309,1996-09-19,1996-10-17,1996-10-23,1,47.3,Hungry Owl All-Night Grocers,Cork,Ireland,43,36.8,20,0.0,Ipoh Coffee,16 - 500 g tins,46.0,17,10,25,0,1,Beverages,20,Leka Trading,Singapore,HUNGO,Singapore,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10309,1996-09-19,1996-10-17,1996-10-23,1,47.3,Hungry Owl All-Night Grocers,Cork,Ireland,71,17.2,3,0.0,Flotemysost,10 - 500 g pkgs.,21.5,26,0,0,0,4,Dairy Products,15,Norske Meierier,Sandvika,HUNGO,Norway,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10429,1997-01-29,1997-03-12,1997-02-07,2,56.63,Hungry Owl All-Night Grocers,Cork,Ireland,63,35.1,35,0.25,Vegie-spread,15 - 625 g jars,43.9,24,0,5,0,2,Condiments,7,"Pavlova, Ltd.",Melbourne,HUNGO,Australia,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
11063,1998-04-30,1998-05-28,1998-05-06,2,81.73,Hungry Owl All-Night Grocers,Cork,Ireland,34,14.0,30,0.0,Sasquatch Ale,24 - 12 oz bottles,14.0,111,0,15,0,1,Beverages,16,Bigfoot Breweries,Bend,HUNGO,USA,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10309,1996-09-19,1996-10-17,1996-10-23,1,47.3,Hungry Owl All-Night Grocers,Cork,Ireland,4,17.6,20,0.0,Chef Anton's Cajun Seasoning,48 - 6 oz jars,22.0,53,0,0,0,2,Condiments,2,New Orleans Cajun Delights,New Orleans,HUNGO,USA,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10309,1996-09-19,1996-10-17,1996-10-23,1,47.3,Hungry Owl All-Night Grocers,Cork,Ireland,6,20.0,30,0.0,Grandma's Boysenberry Spread,12 - 8 oz jars,25.0,120,0,25,0,2,Condiments,3,Grandma Kelly's Homestead,Ann Arbor,HUNGO,USA,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10429,1997-01-29,1997-03-12,1997-02-07,2,56.63,Hungry Owl All-Night Grocers,Cork,Ireland,50,13.0,40,0.0,Valkoinen suklaa,12 - 100 g bars,16.25,65,0,30,0,3,Confections,23,Karkki Oy,Lappeenranta,HUNGO,Finland,Hungry Owl All-Night Grocers,Cork,Ireland,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10625,1997-08-08,1997-09-05,1997-08-14,1,43.9,Ana Trujillo Emparedados y helados,México D.F.,Mexico,42,14.0,5,0.0,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,26,0,0,1,5,Grains/Cereals,20,Leka Trading,Singapore,ANATR,Singapore,Ana Trujillo Emparedados y helados,México D.F.,Mexico,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10625,1997-08-08,1997-09-05,1997-08-14,1,43.9,Ana Trujillo Emparedados y helados,México D.F.,Mexico,14,23.25,3,0.0,Tofu,40 - 100 g pkgs.,23.25,35,0,0,0,7,Produce,6,Mayumi's,Osaka,ANATR,Japan,Ana Trujillo Emparedados y helados,México D.F.,Mexico,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10625,1997-08-08,1997-09-05,1997-08-14,1,43.9,Ana Trujillo Emparedados y helados,México D.F.,Mexico,60,34.0,10,0.0,Camembert Pierrot,15 - 300 g rounds,34.0,19,0,0,0,4,Dairy Products,28,Gai pâturage,Annecy,ANATR,France,Ana Trujillo Emparedados y helados,México D.F.,Mexico,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10759,1997-11-28,1997-12-26,1997-12-12,3,11.99,Ana Trujillo Emparedados y helados,México D.F.,Mexico,32,32.0,10,0.0,Mascarpone Fabioli,24 - 200 g pkgs.,32.0,9,40,25,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,ANATR,Italy,Ana Trujillo Emparedados y helados,México D.F.,Mexico,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10492,1997-04-01,1997-04-29,1997-04-11,1,62.89,Bottom-Dollar Markets,Tsawassen,Canada,42,11.2,20,0.05,Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14.0,26,0,0,1,5,Grains/Cereals,20,Leka Trading,Singapore,BOTTM,Singapore,Bottom-Dollar Markets,Tsawassen,Canada,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10742,1997-11-14,1997-12-12,1997-11-18,3,243.73,Bottom-Dollar Markets,Tsawassen,Canada,72,34.8,35,0.0,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,14,0,0,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,BOTTM,Italy,Bottom-Dollar Markets,Tsawassen,Canada,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10410,1997-01-10,1997-02-07,1997-01-15,3,2.4,Bottom-Dollar Markets,Tsawassen,Canada,33,2.0,49,0.0,Geitost,500 g,2.5,112,0,20,0,4,Dairy Products,15,Norske Meierier,Sandvika,BOTTM,Norway,Bottom-Dollar Markets,Tsawassen,Canada,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10742,1997-11-14,1997-12-12,1997-11-18,3,243.73,Bottom-Dollar Markets,Tsawassen,Canada,60,34.0,50,0.0,Camembert Pierrot,15 - 300 g rounds,34.0,19,0,0,0,4,Dairy Products,28,Gai pâturage,Annecy,BOTTM,France,Bottom-Dollar Markets,Tsawassen,Canada,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10918,1998-03-02,1998-03-30,1998-03-11,3,48.83,Bottom-Dollar Markets,Tsawassen,Canada,60,34.0,25,0.25,Camembert Pierrot,15 - 300 g rounds,34.0,19,0,0,0,4,Dairy Products,28,Gai pâturage,Annecy,BOTTM,France,Bottom-Dollar Markets,Tsawassen,Canada,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10410,1997-01-10,1997-02-07,1997-01-15,3,2.4,Bottom-Dollar Markets,Tsawassen,Canada,59,44.0,16,0.0,Raclette Courdavault,5 kg pkg.,55.0,79,0,0,0,4,Dairy Products,28,Gai pâturage,Annecy,BOTTM,France,Bottom-Dollar Markets,Tsawassen,Canada,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10918,1998-03-02,1998-03-30,1998-03-11,3,48.83,Bottom-Dollar Markets,Tsawassen,Canada,1,18.0,60,0.25,Chai,10 boxes x 30 bags,18.0,39,0,10,1,1,Beverages,8,"Specialty Biscuits, Ltd.",Manchester,BOTTM,UK,Bottom-Dollar Markets,Tsawassen,Canada,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10742,1997-11-14,1997-12-12,1997-11-18,3,243.73,Bottom-Dollar Markets,Tsawassen,Canada,3,10.0,20,0.0,Aniseed Syrup,12 - 550 ml bottles,10.0,13,70,25,0,2,Condiments,1,Exotic Liquids,London,BOTTM,UK,Bottom-Dollar Markets,Tsawassen,Canada,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10492,1997-04-01,1997-04-29,1997-04-11,1,62.89,Bottom-Dollar Markets,Tsawassen,Canada,25,11.2,60,0.05,NuNuCa Nuß-Nougat-Creme,20 - 450 g glasses,14.0,76,0,30,0,3,Confections,11,Heli Süßwaren GmbH & Co. KG,Berlin,BOTTM,Germany,Bottom-Dollar Markets,Tsawassen,Canada,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10409,1997-01-09,1997-02-06,1997-01-14,1,29.83,Océano Atlántico Ltda.,Buenos Aires,Argentina,14,18.6,12,0.0,Tofu,40 - 100 g pkgs.,23.25,35,0,0,0,7,Produce,6,Mayumi's,Osaka,OCEAN,Japan,Océano Atlántico Ltda.,Buenos Aires,Argentina,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10409,1997-01-09,1997-02-06,1997-01-14,1,29.83,Océano Atlántico Ltda.,Buenos Aires,Argentina,21,8.0,12,0.0,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,3,40,5,0,3,Confections,8,"Specialty Biscuits, Ltd.",Manchester,OCEAN,UK,Océano Atlántico Ltda.,Buenos Aires,Argentina,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10964,1998-03-20,1998-04-17,1998-03-24,2,87.38,Spécialités du monde,Paris,France,18,62.5,6,0.0,Carnarvon Tigers,16 kg pkg.,62.5,42,0,0,0,8,Seafood,7,"Pavlova, Ltd.",Melbourne,SPECD,Australia,Spécialités du monde,Paris,France,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10964,1998-03-20,1998-04-17,1998-03-24,2,87.38,Spécialités du monde,Paris,France,69,36.0,10,0.0,Gudbrandsdalsost,10 kg pkg.,36.0,26,0,15,0,4,Dairy Products,15,Norske Meierier,Sandvika,SPECD,Norway,Spécialités du monde,Paris,France,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
10964,1998-03-20,1998-04-17,1998-03-24,2,87.38,Spécialités du monde,Paris,France,38,263.5,5,0.0,Côte de Blaye,12 - 75 cl bottles,263.5,17,0,15,0,1,Beverages,18,Aux joyeux ecclésiastiques,Paris,SPECD,France,Spécialités du monde,Paris,France,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
11021,1998-04-14,1998-05-12,1998-04-21,1,297.18,QUICK-Stop,Cunewalde,Germany,72,34.8,35,0.0,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,14,0,0,0,4,Dairy Products,14,Formaggi Fortini s.r.l.,Ravenna,QUICK,Italy,QUICK-Stop,Cunewalde,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
11021,1998-04-14,1998-05-12,1998-04-21,1,297.18,QUICK-Stop,Cunewalde,Germany,51,53.0,44,0.25,Manjimup Dried Apples,50 - 300 g pkgs.,53.0,20,0,10,0,7,Produce,24,"G'day, Mate",Sydney,QUICK,Australia,QUICK-Stop,Cunewalde,Germany,3,Leverling Janet,Sales Representative,1992-04-01,Kirkland,USA
